timestamp,lat,lng,mq135,mq9,mq2,satellites,temperature,humidity
1780258620000,28.7530553,77.4964545,493,248,624,12,36.1,45.8
1780258680000,28.7530733,77.4970174,205,314,111,12,26,45.1
1780258740000,28.7536073,77.4968234,263,221,107,12,31,65.4
1780258800000,28.7535227,77.4974554,85,29,37,12,33.1,87.7
1780258860000,28.7528711,77.4966365,292,123,275,12,27.9,81.9
1780258920000,28.7531269,77.4960365,175,57,108,12,35.3,53.1
1780258980000,28.752788,77.4963254,671,218,622,12,31.5,33.6
1780259040000,28.753557,77.4962847,123,24,28,12,40.1,64.5
1780259100000,28.7535081,77.4967059,392,148,577,12,25,36.3
1780259160000,28.7529153,77.49605,341,251,116,12,40.8,71.2
1780259220000,28.7532704,77.4964984,463,236,549,12,40.9,33.1
1780259280000,28.753246,77.4969094,586,155,412,12,41.5,41.6
1780259340000,28.7527641,77.4965679,308,247,350,12,23.3,50.7
1780259400000,28.7534021,77.4960143,174,297,122,12,26.1,81.5
1780259460000,28.7531707,77.4970176,279,102,377,12,33.1,77.7
1780259520000,28.7534156,77.4975173,201,283,192,12,28.7,40.6
1780259580000,28.7531623,77.4975564,568,258,134,12,32.2,36.1
1780259640000,28.7525915,77.4975386,75,46,56,12,31.5,52.9
1780259700000,28.7529351,77.4973635,115,44,63,12,24.8,66.5
1780259760000,28.7526198,77.4969844,563,178,653,12,33.8,35.6
1780259820000,28.7535839,77.4972846,547,184,656,12,30.6,36.4
1780259880000,28.7535202,77.4965604,138,24,43,12,24.1,54.7
1780259940000,28.7534812,77.4973992,495,129,536,12,35.8,42.2
1780260000000,28.7529235,77.4967158,259,181,172,12,34.7,45
1780260060000,28.7526637,77.4967086,441,193,127,12,41.5,79.4
1780260120000,28.7535303,77.4972304,220,167,184,12,28.9,31.5
1780260180000,28.7535949,77.4972471,92,48,24,12,32.7,53.8
1780260240000,28.7526933,77.4960737,694,128,634,12,23.7,32.1
1780260300000,28.7531019,77.4961492,181,59,86,12,30.1,42
1780260360000,28.7526717,77.4966341,354,135,632,12,35.7,31.6
1780260420000,28.7533974,77.4972111,493,168,232,12,27.7,36
1780260480000,28.7534106,77.4971381,573,128,694,12,38.9,47.9
1780260540000,28.7527345,77.4974527,360,218,379,12,33.3,49.8
1780260600000,28.7530949,77.4975969,567,182,375,12,36.1,38.5
1780260660000,28.753171,77.4967726,217,307,205,12,28.8,50.7
1780260720000,28.7528723,77.4969602,473,175,155,12,28.9,87.7
1780260780000,28.7535177,77.4969545,264,57,125,12,37,69.2
1780260840000,28.7530414,77.4968696,663,197,644,12,40.1,39.1
1780260900000,28.7528146,77.4962412,263,44,43,12,38.3,64.1
1780260960000,28.7531735,77.49662,654,213,250,12,23.7,82.2
1780261020000,28.7533714,77.4972641,265,51,69,12,22.8,84.3
1780261080000,28.7528018,77.4975678,681,244,357,12,38,37.6
1780261140000,28.75293,77.4962032,554,221,464,12,32.9,30.4
1780261200000,28.7536531,77.4959881,222,43,90,12,29,49
1780261260000,28.753275,77.4973486,326,193,187,12,39.7,51.1
1780261320000,28.7530653,77.4976082,260,309,177,12,33.7,87.3
1780261380000,28.7531491,77.4961098,600,254,231,12,36.5,70.9
1780261440000,28.7527222,77.4963963,274,134,184,12,29.1,76.5
1780261500000,28.7528387,77.4969072,672,210,657,12,33.1,32
1780261560000,28.7529615,77.4965546,634,128,236,12,37.1,77.8
1780261620000,28.753218,77.4966451,308,241,203,12,34.4,74.8
1780261680000,28.7528343,77.4970272,490,237,550,12,38.9,37.3
1780261740000,28.7528355,77.4965983,296,314,97,12,26.4,66.9
1780261800000,28.7526747,77.4971075,96,26,66,12,39,81.2
1780261860000,28.7532649,77.497319,635,127,205,12,23.4,83.4
1780261920000,28.7528457,77.4973746,258,317,106,12,42.3,54
1780261980000,28.753547,77.4970147,330,265,199,12,38.8,72.1
1780262040000,28.7535069,77.496181,208,256,214,12,38.4,63
1780262100000,28.7526643,77.4969464,118,27,29,12,27,69.4
1780262160000,28.7528517,77.4965305,467,212,639,12,27,38.4
1780262220000,28.7533049,77.4964185,552,128,578,12,29.4,38.8
1780262280000,28.7528168,77.4962731,334,319,136,12,37,52.8
1780262340000,28.7527312,77.496766,271,78,58,12,25,50
1780262400000,28.75358,77.4967227,232,223,91,12,24.5,74.2
1780262460000,28.7531979,77.4967769,88,50,51,12,40.7,61.8
1780262520000,28.7531007,77.4976394,272,182,153,12,38.9,31.9
1780262580000,28.7534214,77.4967908,539,244,672,12,41.3,45.9
1780262640000,28.753453,77.4974275,229,53,104,12,23.5,66.6
1780262700000,28.7528001,77.4963431,300,238,187,12,31,73.1
1780262760000,28.7526917,77.4960702,335,171,93,12,41.9,45.2
1780262820000,28.7530519,77.497599,179,36,100,12,25.1,32.5
1780262880000,28.7530455,77.4964425,276,245,193,12,29.7,62.5
1780262940000,28.7530904,77.4970288,87,22,23,12,29.1,47.9
1780263000000,28.7533643,77.4965043,594,192,638,12,27.2,31.2
1780263060000,28.7533063,77.4960833,274,324,155,12,35.9,91.1
1780263120000,28.7536287,77.4962708,318,246,130,12,28.2,41
1780263180000,28.7527059,77.4972877,694,241,208,12,26.8,58.2
1780263240000,28.7530237,77.4964416,141,48,42,12,30.2,74.4
1780263300000,28.7529513,77.4974644,196,72,111,12,31.2,71.7
1780263360000,28.753505,77.4961873,429,164,476,12,39.2,35.9
1780263420000,28.7528636,77.4970549,324,246,313,12,39.8,82.2
1780263480000,28.752799,77.4962266,681,160,395,12,32.4,35.5
1780263540000,28.7530779,77.4970316,325,245,387,12,22.7,81.6
1780263600000,28.7530419,77.4960513,593,202,462,12,34.5,38.3
1780263660000,28.7528876,77.496163,532,174,556,12,35.7,39.8
1780263720000,28.7528595,77.4960389,177,63,92,12,39.4,87.7
1780263780000,28.7535752,77.4971506,290,308,181,12,26.7,35.2
1780263840000,28.7530639,77.497453,118,30,70,12,28.4,65.5
1780263900000,28.7534987,77.4969755,530,176,237,12,32.3,34.2
1780263960000,28.7531813,77.4960333,187,292,152,12,34.2,79.7
1780264020000,28.752657,77.4972063,396,112,250,12,36.3,74.6
1780264080000,28.7536539,77.4960747,198,179,114,12,30.1,58.3
1780264140000,28.753481,77.497209,302,257,206,12,40.6,76.4
1780264200000,28.753621,77.4964119,230,37,100,12,38.4,61.9
1780264260000,28.7535734,77.4964102,324,281,204,12,34.1,80.2
1780264320000,28.7534959,77.4971337,680,197,536,12,22,49.2
1780264380000,28.7527765,77.4974558,685,163,248,12,37.4,65.8
1780264440000,28.753117,77.4965823,432,163,146,12,25.2,69.5
1780264500000,28.7528258,77.4972051,415,136,565,12,26.1,49.6
1780264560000,28.7530135,77.4970032,636,202,597,12,29.3,44.3
1780264620000,28.7526593,77.4965713,218,43,74,12,35.8,67.1
1780264680000,28.75299,77.4961069,269,277,165,12,28,41.1
1780264740000,28.7536321,77.4967432,241,86,87,12,27.7,64.8
1780264800000,28.752876,77.4968561,240,319,193,12,28.2,71.6
1780264860000,28.7534174,77.4963836,552,178,141,12,27.6,64.3
1780264920000,28.7530695,77.4965258,221,180,199,12,26.4,37.5
1780264980000,28.7530436,77.4966101,447,155,270,12,30.1,84.8
1780265040000,28.7536045,77.497391,151,78,108,12,40.3,35.5
1780265100000,28.7536527,77.4966936,302,231,256,12,25.7,85.6
1780265160000,28.7531817,77.4970733,330,184,183,12,39.7,30.6
1780265220000,28.753357,77.4974759,399,166,456,12,39.6,39.3
1780265280000,28.7527647,77.4962145,261,41,58,12,22,49.1
1780265340000,28.7529132,77.4965302,52,31,43,12,35.4,42.5
1780265400000,28.7536208,77.4973352,238,44,43,12,41,49.3
1780265460000,28.7532159,77.4965437,70,35,64,12,28.4,53.6
1780265520000,28.7531688,77.4966786,282,304,201,12,26.5,87.3
1780265580000,28.7533902,77.4970937,626,143,452,12,32.6,30.8
1780265640000,28.7526621,77.4967788,431,261,607,12,23.4,38.1
1780265700000,28.7532186,77.4976594,166,79,94,12,36.1,60.6
1780265760000,28.7531212,77.4970404,559,125,693,12,23.2,35.2
1780265820000,28.7534972,77.4962433,114,26,27,12,30.3,72.8
1780265880000,28.75276,77.4960391,609,211,226,12,37.7,87.3
1780265940000,28.7536157,77.4975851,268,320,113,12,23.9,87.5
1780266000000,28.7526748,77.4975534,302,223,84,12,24.6,87.4
1780266060000,28.7527982,77.496012,400,163,455,12,38.4,41.8
1780266120000,28.753224,77.4970164,364,106,298,12,39.7,45.5
1780266180000,28.7533078,77.4973633,85,18,36,12,36.6,55.4
1780266240000,28.7528499,77.4968489,566,184,208,12,36.4,50
1780266300000,28.7527208,77.4973248,669,167,620,12,30.4,29.8
1780266360000,28.7535437,77.496848,216,254,192,12,34.7,53.4
1780266420000,28.7528562,77.4969779,373,239,390,12,26.9,42.4
1780266480000,28.7532221,77.4965687,63,46,48,12,26.9,40.7
1780266540000,28.7532581,77.4963443,142,30,26,12,29.4,65.8
1780266600000,28.7530427,77.4974099,446,174,328,12,39.2,50.9
1780266660000,28.7532056,77.4960221,500,204,438,12,26.9,35.8
1780266720000,28.7531562,77.497223,232,226,202,12,32.6,59.3
1780266780000,28.7535765,77.49663,503,223,615,12,26.6,36.4
1780266840000,28.7528149,77.4976939,786,245,186,12,31.9,70.5
1780266900000,28.7533596,77.4961071,316,201,207,12,37.9,41.4
1780266960000,28.7528481,77.496094,555,119,339,12,38.9,32.1
1780267020000,28.7530129,77.4975845,122,60,61,12,26.8,58.6
1780267080000,28.7533046,77.4963575,364,189,600,12,30.3,32.3
1780267140000,28.7529076,77.496837,413,153,216,12,25.8,84.2
1780267200000,28.7529296,77.4969579,251,206,143,12,29.6,52.9
1780267260000,28.7533895,77.4969205,276,52,94,12,39.2,74.7
1780267320000,28.7526705,77.4966893,185,281,106,12,32.3,54.5
1780267380000,28.753087,77.4972332,159,92,69,12,33.1,45.1
1780267440000,28.7536427,77.4974343,98,23,51,12,25.8,38.4
1780267500000,28.7536436,77.4968849,673,136,154,12,30.2,84.2
1780267560000,28.752678,77.4960595,116,54,58,12,26.7,34.2
1780267620000,28.7528154,77.4967778,250,91,106,12,37.9,58
1780267680000,28.7528752,77.4968739,222,31,50,12,23.7,66.9
1780267740000,28.7535862,77.4967318,220,89,44,12,36.6,48.8
1780267800000,28.7535293,77.4964401,77,45,53,12,23.9,57.2
1780267860000,28.7535207,77.497408,110,49,44,12,33.9,49.9
1780267920000,28.7529855,77.4964823,429,217,669,12,41.9,39.9
1780267980000,28.7527603,77.4963972,87,40,23,12,31,56.8
1780268040000,28.7534736,77.4963858,513,225,328,12,34.2,46.4
1780268100000,28.7533327,77.4972917,503,149,623,12,30.8,33.8
1780268160000,28.7532408,77.4966012,239,298,201,12,41.4,88.7
1780268220000,28.7536393,77.4967565,771,165,260,12,29.4,86.7
1780268280000,28.7532919,77.4972689,250,82,46,12,41.2,42.7
1780268340000,28.7526011,77.4961645,299,170,179,12,27,37.8
1780268400000,28.7534536,77.496378,536,127,600,12,31.9,42.1
1780268460000,28.7529077,77.4972422,389,114,190,12,23.9,45.5
1780268520000,28.7532948,77.4974833,243,170,81,12,37.4,87.3
1780268580000,28.7535943,77.4965918,434,251,555,12,36.1,33.5
1780268640000,28.7527464,77.4965708,502,207,395,12,40.9,37
1780268700000,28.7527122,77.4968489,188,227,98,12,24.4,73.3
1780268760000,28.7527048,77.4975533,507,250,181,12,35.2,71.6
1780268820000,28.7531849,77.4971041,556,232,412,12,30.9,34.1
1780268880000,28.7528916,77.4970077,181,67,48,12,30.2,73.5
1780268940000,28.7532372,77.4967498,339,282,210,12,26,38.3
1780269000000,28.7533501,77.4966902,333,222,124,12,24.3,51.8
1780269060000,28.7528145,77.4969536,283,279,111,12,27,36.3
1780269120000,28.7532636,77.4974006,221,295,126,12,25.4,67.2
1780269180000,28.7528709,77.4961857,209,274,84,12,30.9,34.1
1780269240000,28.753109,77.4968925,599,232,678,12,35.2,46.6
1780269300000,28.7535443,77.4973158,312,294,194,12,23.1,44.2
1780269360000,28.7534972,77.4966785,109,20,67,12,37.6,80.6
1780269420000,28.7526988,77.496984,100,51,22,12,38.3,74
1780269480000,28.7530502,77.496206,657,210,692,12,41.8,31.4
1780269540000,28.7528957,77.4964163,320,301,149,12,25.8,34.4
1780269600000,28.7525981,77.4964569,285,182,110,12,33.7,86.4
1780269660000,28.7534182,77.4965062,760,182,205,12,24.3,83.2
1780269720000,28.7532654,77.4961093,217,59,54,12,34.7,52.5
1780269780000,28.7528769,77.4966891,587,138,697,12,32.1,47.8
1780269840000,28.7533844,77.4976735,578,185,245,12,30.3,86.7
1780269900000,28.7531743,77.4969568,374,133,670,12,33.2,38.5
1780269960000,28.753044,77.4970604,69,29,47,12,39.3,57.5
1780270020000,28.7526029,77.4973046,755,210,135,12,39.1,36.7
1780270080000,28.75267,77.4975188,186,170,104,12,28.2,73.5
1780270140000,28.7535297,77.4974883,176,82,81,12,32.3,56.9
1780270200000,28.7535582,77.4959865,105,23,30,12,23.1,52.1
1780270260000,28.7531699,77.4961719,319,168,110,12,38.4,81.3
1780270320000,28.753482,77.4964254,300,308,190,12,28.7,42.1
1780270380000,28.7532075,77.4969212,84,35,52,12,36.7,65.6
1780270440000,28.7527505,77.4975749,250,313,90,12,33.7,74.3
1780270500000,28.7527279,77.4972485,284,280,137,12,29.6,70.1
1780270560000,28.7529187,77.4961786,247,37,75,12,32.6,87.8
1780270620000,28.753538,77.4960303,337,149,103,12,35.6,77.1
1780270680000,28.7534404,77.4967213,106,57,60,12,23.5,77.6
1780270740000,28.7535103,77.4971644,208,62,52,12,32.6,40.2
1780270800000,28.7535496,77.4976791,283,229,96,12,33.6,75.6
1780270860000,28.7528143,77.4961991,103,27,58,12,23.6,54.9
1780270920000,28.7528591,77.4974649,314,236,209,12,22.1,37.1
1780270980000,28.7527098,77.4975525,270,161,108,12,29.3,76
1780271040000,28.7534144,77.4975397,100,53,52,12,36.5,63.6
1780271100000,28.7535359,77.4965755,318,204,112,12,25,76.4
1780271160000,28.7530306,77.4966666,132,25,27,12,22.8,50.8
1780271220000,28.7532586,77.4969262,167,51,80,12,26.6,44.9
1780271280000,28.752768,77.4972031,170,57,46,12,22.8,42.1
1780271340000,28.7535842,77.4961772,569,169,209,12,28.5,36.7
1780271400000,28.753511,77.4975218,214,80,69,12,31.5,66.5
1780271460000,28.7536337,77.4975146,62,40,19,12,33.2,69
1780271520000,28.7534561,77.4969893,162,66,93,12,28,41.2
1780271580000,28.7535304,77.4970389,295,241,186,12,23.1,45.1
1780271640000,28.7526239,77.4976835,108,25,61,12,24.5,80.1
1780271700000,28.753373,77.4960461,303,232,159,12,39,86
1780271760000,28.7529501,77.4972391,294,261,123,12,37.8,64
1780271820000,28.7535717,77.496579,216,172,105,12,37.1,58
1780271880000,28.7534444,77.4967414,214,37,57,12,34.2,44.1
1780271940000,28.7535149,77.4966827,135,47,45,12,28.4,78.9
1780272000000,28.7534502,77.4967497,451,149,438,12,38.3,37.2
1780272060000,28.7528736,77.4974168,201,39,43,12,33.3,44.9
1780272120000,28.7534242,77.4964711,73,50,20,12,40,80
1780272180000,28.7527141,77.4967906,535,214,166,12,29.6,30.7
1780272240000,28.7535099,77.4962054,610,191,652,12,25.1,31.2
1780272300000,28.7535084,77.4962867,340,208,217,12,24.4,41.8
1780272360000,28.7528331,77.4972865,104,51,64,12,29.6,73.1
1780272420000,28.7534592,77.49756,294,165,156,12,25.6,48.8
1780272480000,28.7530821,77.4975962,453,239,215,12,41.7,36.1
1780272540000,28.752921,77.4961108,503,205,217,12,41.3,63.8
1780272600000,28.7534295,77.4975203,711,152,208,12,36.3,86
1780272660000,28.75284,77.4969872,441,145,125,12,41.2,62.6
1780272720000,28.7526259,77.4966131,436,203,387,12,21.8,35.3
1780272780000,28.7528077,77.4970991,73,47,55,12,33.5,84.2
1780272840000,28.7529481,77.4966203,336,263,125,12,24,48
1780272900000,28.7535156,77.4967296,357,202,170,12,41.3,70.2
1780272960000,28.7536111,77.4968431,181,297,175,12,35.9,38.9
1780273020000,28.7528877,77.4969875,594,160,242,12,34.5,68
1780273080000,28.7532713,77.4976042,361,184,328,12,25.1,83.4
1780273140000,28.7530179,77.4961386,259,58,45,12,28.6,76.7
1780273200000,28.7536264,77.4964849,448,226,176,12,31.8,51.4
1780273260000,28.7531679,77.496562,234,32,75,12,25,34.4
1780273320000,28.7535808,77.4969372,329,237,100,12,39.9,39.3
1780273380000,28.7527163,77.497527,168,43,93,12,30.3,70
1780273440000,28.7536152,77.4969657,249,324,152,12,36,74.6
1780273500000,28.7527776,77.4974244,203,258,85,12,32.8,60.6
1780273560000,28.7536204,77.4967027,271,32,72,12,26.2,30.5
1780273620000,28.7528746,77.4965315,223,252,216,12,32,69
1780273680000,28.7527113,77.4965157,188,294,150,12,22.6,57.7
1780273740000,28.7530521,77.4962772,87,62,69,12,35.4,77.4
1780273800000,28.7533582,77.4962104,665,175,244,12,30.6,61.6
1780273860000,28.752924,77.4973715,641,148,161,12,22.8,65.1
1780273920000,28.7532429,77.4972319,293,208,321,12,38.6,37
1780273980000,28.7531371,77.4976804,625,138,137,12,27,83.9
1780274040000,28.7530113,77.4963303,477,227,253,12,32.6,84.3
1780274100000,28.7532099,77.4968699,177,81,118,12,37.4,85.5
1780274160000,28.7528647,77.4969575,254,219,293,12,39.8,45.3
1780274220000,28.753342,77.4970338,217,79,85,12,35.5,54.5
1780274280000,28.7526038,77.4961381,302,219,157,12,29.2,51.7
1780274340000,28.7535693,77.4964525,322,177,342,12,26.4,47.6
1780274400000,28.7531588,77.4961663,110,50,48,12,31.2,83.9
1780274460000,28.7533518,77.4964359,62,61,53,12,28.5,61.8
1780274520000,28.7533791,77.4967293,243,199,177,12,23.6,32.7
1780274580000,28.753299,77.4974996,294,307,206,12,40.8,69.6
1780274640000,28.7529777,77.4964651,164,49,55,12,28.9,38.7
1780274700000,28.7526648,77.4975503,486,176,663,12,41.1,48.5
1780274760000,28.7532935,77.4976766,312,101,192,12,35.3,58.5
1780274820000,28.7529489,77.497275,297,234,173,12,41.1,70.1
1780274880000,28.7529361,77.4975651,242,77,106,12,38.8,54.8
1780274940000,28.7534993,77.4971155,256,311,144,12,35.3,59.4
1780275000000,28.753361,77.496212,165,91,70,12,40,48.8
1780275060000,28.7529162,77.4963241,218,46,108,12,35.5,71.9
1780275120000,28.7529181,77.4974127,213,75,82,12,33.5,89.8
1780275180000,28.7530317,77.4972721,496,163,413,12,41.1,34.1
1780275240000,28.7530273,77.4960224,541,145,211,12,37.6,41.8
1780275300000,28.7529034,77.4975265,209,267,158,12,37.4,50
1780275360000,28.75273,77.4976265,245,40,103,12,41.1,33.7
1780275420000,28.7530451,77.4969057,581,157,238,12,25.3,88.7
1780275480000,28.7535921,77.4973537,109,24,18,12,28.6,89.3
1780275540000,28.7533051,77.4959733,338,188,107,12,37.4,60.8
1780275600000,28.7535573,77.4974057,354,216,698,12,31.3,30.6
1780275660000,28.7532415,77.4960083,81,36,45,12,22.1,73.1
1780275720000,28.7529098,77.4963247,330,283,191,12,23.1,31.7
1780275780000,28.753172,77.4976042,254,43,69,12,24.4,89.6
1780275840000,28.7525932,77.4969519,437,194,178,12,26.2,32.4
1780275900000,28.7528945,77.4972381,750,152,126,12,27.4,63.2
1780275960000,28.7530485,77.4968721,78,25,60,12,31.2,36.9
1780276020000,28.7532049,77.4974087,200,259,120,12,35.2,69.3
1780276080000,28.7532869,77.4964827,236,282,149,12,38.1,58.5
1780276140000,28.7530798,77.4961559,236,236,205,12,32.9,85.7
1780276200000,28.7530556,77.4971897,269,233,178,12,38.6,70.2
1780276260000,28.7528176,77.4974225,199,160,192,12,26.2,89.5
1780276320000,28.7530905,77.4967386,441,139,155,12,28.9,70.9
1780276380000,28.7535539,77.4967218,176,88,71,12,28.8,83.3
1780276440000,28.7534375,77.4964253,107,49,60,12,30,57.6
1780276500000,28.7527815,77.4974707,121,28,34,12,35.7,32.6
1780276560000,28.752683,77.4976862,708,129,629,12,31,47.2
1780276620000,28.7531406,77.4972414,677,185,358,12,31.6,43.2
1780276680000,28.7532691,77.4961712,694,257,200,12,33.1,64.2
1780276740000,28.7529552,77.4965872,421,213,647,12,36.6,51.1
1780276800000,28.7534638,77.4961055,63,25,56,12,34.6,39.3
1780276860000,28.7533921,77.4973389,235,252,182,12,27.3,60
1780276920000,28.7533027,77.4972303,398,123,574,12,24,39.7
1780276980000,28.7528361,77.4965349,762,171,252,12,38.1,88.7
1780277040000,28.752811,77.4968412,276,314,205,12,23.5,43.2
1780277100000,28.752619,77.496452,252,70,83,12,26,51.8
1780277160000,28.7528574,77.4970584,333,217,105,12,25,71.9
