Timestamp,Latitude,Longitude,Temperature,Humidity,Altitude,MQ2,MQ9,MQ135,PM2.5,PM10
2026-06-01 01:02:00,28.7531835,77.4970221,33.2,88.6,53.5,57,27,63,23.6,39.5
2026-06-01 01:03:00,28.7533247,77.4967931,22.7,39.1,44.8,113,295,233,142.8,185
2026-06-01 01:04:00,28.7534913,77.4961819,34.5,88.5,40.5,115,234,200,156.2,221.3
2026-06-01 01:05:00,28.7534188,77.4960945,40.5,30.9,6.4,417,136,646,391.8,479.4
2026-06-01 01:06:00,28.752846,77.4963973,38.9,66.4,16.8,132,208,686,227.5,299
2026-06-01 01:07:00,28.7526236,77.4969004,28.5,43.6,48.8,369,230,535,377.8,478.4
2026-06-01 01:08:00,28.7529325,77.4968192,36.7,36.5,48.2,591,241,587,336.8,433.6
2026-06-01 01:09:00,28.752883,77.4972392,38.5,35.3,1.7,181,236,712,251,318.2
2026-06-01 01:10:00,28.7528261,77.4965891,39.4,41.2,40,31,37,98,26.2,42.4
2026-06-01 01:11:00,28.7535868,77.4975583,21.9,85.9,51.6,184,270,318,186.3,246.4
2026-06-01 01:12:00,28.7535138,77.4963491,32,77,3.4,66,55,219,112.7,355.3
2026-06-01 01:13:00,28.7529271,77.4972037,32.3,31.6,40.4,483,215,584,291.9,353
2026-06-01 01:14:00,28.7532932,77.4976017,24.1,62.1,54.8,122,198,236,176.6,219.7
2026-06-01 01:15:00,28.7530127,77.49732,36.9,67.1,7.1,67,50,215,112.6,304.7
2026-06-01 01:16:00,28.7535566,77.4964799,24.4,31.3,46.3,71,69,176,144.8,421.2
2026-06-01 01:17:00,28.7530756,77.497106,22.4,48.2,49,38,31,72,11.6,27.9
2026-06-01 01:18:00,28.7528763,77.4968808,23.3,60.5,22.6,64,21,74,8.7,23.5
2026-06-01 01:19:00,28.7528555,77.496423,41.9,35.6,30.8,138,280,278,138.3,186.3
2026-06-01 01:20:00,28.7531817,77.4971766,41.6,48.1,48.2,147,170,748,188,279.8
2026-06-01 01:21:00,28.7528728,77.4968326,25.3,33.2,44.7,43,59,124,14.1,20.5
2026-06-01 01:22:00,28.7532101,77.496059,35.7,58,56,71,77,193,118.4,359.8
2026-06-01 01:23:00,28.753545,77.4975183,40.4,79.8,47.1,66,82,236,139.9,424.9
2026-06-01 01:24:00,28.7530208,77.4971881,31.1,59.2,14.8,251,165,375,225,345
2026-06-01 01:25:00,28.7528353,77.4970368,39.4,74.5,50.1,48,38,205,173,459.4
2026-06-01 01:26:00,28.753647,77.4964523,41,48.3,26.4,458,126,438,337.8,429.6
2026-06-01 01:27:00,28.7531293,77.4963144,33.7,67.9,45.9,100,273,271,134.5,181.1
2026-06-01 01:28:00,28.7526862,77.4962089,25.3,54.6,38,65,48,129,7.4,14.5
2026-06-01 01:29:00,28.7526467,77.4976502,24.5,77,16.1,74,319,312,143,172
2026-06-01 01:30:00,28.7527105,77.4963704,34.4,39,45.5,349,167,486,360.8,473.7
2026-06-01 01:31:00,28.7532619,77.4972525,24.2,87.8,46.1,68,78,182,111.3,257
2026-06-01 01:32:00,28.7534286,77.4963318,26.7,44.7,42.6,376,163,613,463.7,524.4
2026-06-01 01:33:00,28.7530368,77.496619,31.3,46.1,43.9,388,220,448,455.9,532.2
2026-06-01 01:34:00,28.7526597,77.4973775,27.6,77.2,3.4,255,184,425,204.8,265.1
2026-06-01 01:35:00,28.7529988,77.4962152,42,60.7,40,109,59,240,114.3,387.9
2026-06-01 01:36:00,28.7536446,77.4976675,40.7,81.3,5.7,141,294,280,107.5,165.1
2026-06-01 01:37:00,28.7531536,77.4971779,36.8,72.6,49.2,42,32,127,27.5,34.6
2026-06-01 01:38:00,28.7536141,77.4970941,28.9,35.2,42.6,172,233,480,209,356.9
2026-06-01 01:39:00,28.753508,77.4967546,34.8,40.8,29.5,460,201,677,396.3,486.1
2026-06-01 01:40:00,28.7526098,77.4961706,39.1,54.3,49.6,246,257,446,255.5,318.3
2026-06-01 01:41:00,28.7533578,77.4968291,27.9,43.7,45,51,76,179,123.3,393.1
2026-06-01 01:42:00,28.753316,77.4960243,23.2,76.6,41.1,241,211,295,175.8,293.7
2026-06-01 01:43:00,28.7531576,77.4964502,25.3,39.3,44.5,92,72,206,126.8,370.1
2026-06-01 01:44:00,28.7528761,77.4966268,35.1,56.4,44.7,203,224,314,100.6,149.2
2026-06-01 01:45:00,28.7532708,77.4973939,33.6,69.2,53.9,139,266,256,104.6,150.9
2026-06-01 01:46:00,28.7527195,77.4961126,27,34.3,55.7,674,191,353,466.7,556.1
2026-06-01 01:47:00,28.7530553,77.4964545,36.1,45.8,52.8,624,248,493,422.9,478.1
2026-06-01 01:48:00,28.7530733,77.4970174,26,45.1,47.3,111,314,205,200.3,258.4
2026-06-01 01:49:00,28.7536073,77.4968234,31,65.4,41.7,107,221,263,179.4,219.4
2026-06-01 01:50:00,28.7535227,77.4974554,33.1,87.7,27.2,37,29,85,25.9,42.6
2026-06-01 01:51:00,28.7528711,77.4966365,27.9,81.9,32.2,275,123,292,252.3,356.4
2026-06-01 01:52:00,28.7531269,77.4960365,35.3,53.1,34.9,108,57,175,155.8,304.8
2026-06-01 01:53:00,28.752788,77.4963254,31.5,33.6,11.6,622,218,671,457.5,505.7
2026-06-01 01:54:00,28.753557,77.4962847,40.1,64.5,48.8,28,24,123,26.4,38.7
2026-06-01 01:55:00,28.7535081,77.4967059,25,36.3,49.8,577,148,392,284,366.7
2026-06-01 01:56:00,28.7529153,77.49605,40.8,71.2,42.8,116,251,341,90.8,137.4
2026-06-01 01:57:00,28.7532704,77.4964984,40.9,33.1,49.5,549,236,463,437.5,482.9
2026-06-01 01:58:00,28.753246,77.4969094,41.5,41.6,18.1,412,155,586,247.4,305.4
2026-06-01 01:59:00,28.7527641,77.4965679,23.3,50.7,45.8,350,247,308,144.7,294.2
2026-06-01 02:00:00,28.7534021,77.4960143,26.1,81.5,53.2,122,297,174,117.4,186.8
2026-06-01 02:01:00,28.7531707,77.4970176,33.1,77.7,48.9,377,102,279,141.5,298.5
2026-06-01 02:02:00,28.7534156,77.4975173,28.7,40.6,40.7,192,283,201,186,230.6
2026-06-01 02:03:00,28.7531623,77.4975564,32.2,36.1,32.6,134,258,568,228.4,342.6
2026-06-01 02:04:00,28.7525915,77.4975386,31.5,52.9,48,56,46,75,25.4,39
2026-06-01 02:05:00,28.7529351,77.4973635,24.8,66.5,5.9,63,44,115,26.7,39
2026-06-01 02:06:00,28.7526198,77.4969844,33.8,35.6,42.2,653,178,563,337.6,391
2026-06-01 02:07:00,28.7535839,77.4972846,30.6,36.4,48.1,656,184,547,461.5,558
2026-06-01 02:08:00,28.7535202,77.4965604,24.1,54.7,34.6,43,24,138,5.3,23.6
2026-06-01 02:09:00,28.7534812,77.4973992,35.8,42.2,2.1,536,129,495,370.3,439.2
2026-06-01 02:10:00,28.7529235,77.4967158,34.7,45,40.1,172,181,259,161.5,223.4
2026-06-01 02:11:00,28.7526637,77.4967086,41.5,79.4,40.1,127,193,441,186.1,276
2026-06-01 02:12:00,28.7535303,77.4972304,28.9,31.5,40.4,184,167,220,178.8,247.7
2026-06-01 02:13:00,28.7535949,77.4972471,32.7,53.8,14.5,24,48,92,21.2,41.3
2026-06-01 02:14:00,28.7526933,77.4960737,23.7,32.1,19.5,634,128,694,248.7,325.4
2026-06-01 02:15:00,28.7531019,77.4961492,30.1,42,32.8,86,59,181,104.9,370.7
2026-06-01 02:16:00,28.7526717,77.4966341,35.7,31.6,56.9,632,135,354,277.2,391.2
2026-06-01 02:17:00,28.7533974,77.4972111,27.7,36,45.1,232,168,493,216.1,310.6
2026-06-01 02:18:00,28.7534106,77.4971381,38.9,47.9,17.4,694,128,573,232.5,347.3
2026-06-01 02:19:00,28.7527345,77.4974527,33.3,49.8,55.4,379,218,360,467,520.1
2026-06-01 02:20:00,28.7530949,77.4975969,36.1,38.5,38.8,375,182,567,373.2,455.8
2026-06-01 02:21:00,28.753171,77.4967726,28.8,50.7,47.3,205,307,217,155.3,189
2026-06-01 02:22:00,28.7528723,77.4969602,28.9,87.7,57.9,155,175,473,181.7,234.8
2026-06-01 02:23:00,28.7535177,77.4969545,37,69.2,40.8,125,57,264,153.4,430.3
2026-06-01 02:24:00,28.7530414,77.4968696,40.1,39.1,21.5,644,197,663,300.6,379.5
2026-06-01 02:25:00,28.7528146,77.4962412,38.3,64.1,49.6,43,44,263,123.5,278.1
2026-06-01 02:26:00,28.7531735,77.49662,23.7,82.2,47,250,213,654,243.6,359.3
2026-06-01 02:27:00,28.7533714,77.4972641,22.8,84.3,53.3,69,51,265,129.8,433.2
2026-06-01 02:28:00,28.7528018,77.4975678,38,37.6,23.7,357,244,681,262.1,320.1
2026-06-01 02:29:00,28.75293,77.4962032,32.9,30.4,51.2,464,221,554,417.8,510.5
2026-06-01 02:30:00,28.7536531,77.4959881,29,49,54.7,90,43,222,150.7,408.9
2026-06-01 02:31:00,28.753275,77.4973486,39.7,51.1,40.7,187,193,326,289.7,437.4
2026-06-01 02:32:00,28.7530653,77.4976082,33.7,87.3,6,177,309,260,194.3,249.7
2026-06-01 02:33:00,28.7531491,77.4961098,36.5,70.9,46,231,254,600,162.3,227.7
2026-06-01 02:34:00,28.7527222,77.4963963,29.1,76.5,47,184,134,274,185.7,347.7
2026-06-01 02:35:00,28.7528387,77.4969072,33.1,32,7,657,210,672,256.8,327.7
2026-06-01 02:36:00,28.7529615,77.4965546,37.1,77.8,3.8,236,128,634,215.9,316.7
2026-06-01 02:37:00,28.753218,77.4966451,34.4,74.8,6.6,203,241,308,182.4,343.4
2026-06-01 02:38:00,28.7528343,77.4970272,38.9,37.3,46.6,550,237,490,411.2,489.7
2026-06-01 02:39:00,28.7528355,77.4965983,26.4,66.9,56.4,97,314,296,196.1,250.4
2026-06-01 02:40:00,28.7526747,77.4971075,39,81.2,42.1,66,26,96,13.3,32.5
2026-06-01 02:41:00,28.7532649,77.497319,23.4,83.4,59.2,205,127,635,166,241.7
2026-06-01 02:42:00,28.7528457,77.4973746,42.3,54,41.9,106,317,258,191.3,223.2
2026-06-01 02:43:00,28.753547,77.4970147,38.8,72.1,59.7,199,265,330,80.2,109.6
2026-06-01 02:44:00,28.7535069,77.496181,38.4,63,60,214,256,208,182.9,222.8
2026-06-01 02:45:00,28.7526643,77.4969464,27,69.4,40.3,29,27,118,16.2,28
2026-06-01 02:46:00,28.7528517,77.4965305,27,38.4,52.8,639,212,467,369.8,418.8
2026-06-01 02:47:00,28.7533049,77.4964185,29.4,38.8,1.4,578,128,552,438.2,486.2
2026-06-01 02:48:00,28.7528168,77.4962731,37,52.8,48.7,136,319,334,92,150.8
2026-06-01 02:49:00,28.7527312,77.496766,25,50,48.4,58,78,271,178.6,401.9
2026-06-01 02:50:00,28.75358,77.4967227,24.5,74.2,6.7,91,223,232,81.6,116.5
2026-06-01 02:51:00,28.7531979,77.4967769,40.7,61.8,52.8,51,50,88,6.9,24.1
2026-06-01 02:52:00,28.7531007,77.4976394,38.9,31.9,43,153,182,272,138.1,186.4
2026-06-01 02:53:00,28.7534214,77.4967908,41.3,45.9,27.6,672,244,539,460,539.6
2026-06-01 02:54:00,28.753453,77.4974275,23.5,66.6,24,104,53,229,88.5,291.4
2026-06-01 02:55:00,28.7528001,77.4963431,31,73.1,47.3,187,238,300,83.4,150.8
2026-06-01 02:56:00,28.7526917,77.4960702,41.9,45.2,55.8,93,171,335,133,177.9
2026-06-01 02:57:00,28.7530519,77.497599,25.1,32.5,17.6,100,36,179,83.8,361.8
2026-06-01 02:58:00,28.7530455,77.4964425,29.7,62.5,21.5,193,245,276,140.9,168.2
2026-06-01 02:59:00,28.7530904,77.4970288,29.1,47.9,46.8,23,22,87,18.7,32.2
2026-06-01 03:00:00,28.7533643,77.4965043,27.2,31.2,20.7,638,192,594,276,326.4
2026-06-01 03:01:00,28.7533063,77.4960833,35.9,91.1,55.5,155,324,274,174.2,224
2026-06-01 03:02:00,28.7536287,77.4962708,28.2,41,40.7,130,246,318,109.4,176.7
2026-06-01 03:03:00,28.7527059,77.4972877,26.8,58.2,34,208,241,694,180.9,289.1
2026-06-01 03:04:00,28.7530237,77.4964416,30.2,74.4,42.7,42,48,141,4.8,27.6
2026-06-01 03:05:00,28.7529513,77.4974644,31.2,71.7,44.9,111,72,196,154.6,327.5
2026-06-01 03:06:00,28.753505,77.4961873,39.2,35.9,48.2,476,164,429,303.4,397.4
2026-06-01 03:07:00,28.7528636,77.4970549,39.8,82.2,46.8,313,246,324,158.4,269.2
2026-06-01 03:08:00,28.752799,77.4962266,32.4,35.5,55.7,395,160,681,372.6,482.8
2026-06-01 03:09:00,28.7530779,77.4970316,22.7,81.6,51.4,387,245,325,241.9,402
2026-06-01 03:10:00,28.7530419,77.4960513,34.5,38.3,47.9,462,202,593,286.1,390
2026-06-01 03:11:00,28.7528876,77.496163,35.7,39.8,45.1,556,174,532,375,437.5
2026-06-01 03:12:00,28.7528595,77.4960389,39.4,87.7,37.1,92,63,177,110.5,343.8
2026-06-01 03:13:00,28.7535752,77.4971506,26.7,35.2,44.2,181,308,290,115.4,178
2026-06-01 03:14:00,28.7530639,77.497453,28.4,65.5,5.2,70,30,118,29.6,41.4
2026-06-01 03:15:00,28.7534987,77.4969755,32.3,34.2,45.1,237,176,530,251.4,289.7
2026-06-01 03:16:00,28.7531813,77.4960333,34.2,79.7,53.3,152,292,187,192.1,244.5
2026-06-01 03:17:00,28.752657,77.4972063,36.3,74.6,27.1,250,112,396,226.6,341
2026-06-01 03:18:00,28.7536539,77.4960747,30.1,58.3,46.8,114,179,198,130.5,190.9
2026-06-01 03:19:00,28.753481,77.497209,40.6,76.4,16.9,206,257,302,85.4,116.4
2026-06-01 03:20:00,28.753621,77.4964119,38.4,61.9,44,100,37,230,170.9,376.5
2026-06-01 03:21:00,28.7535734,77.4964102,34.1,80.2,47.2,204,281,324,144.9,200.9
2026-06-01 03:22:00,28.7534959,77.4971337,22,49.2,43.8,536,197,680,233.5,312.5
2026-06-01 03:23:00,28.7527765,77.4974558,37.4,65.8,41.6,248,163,685,254.8,340.7
2026-06-01 03:24:00,28.753117,77.4965823,25.2,69.5,47.8,146,163,432,229.8,301.5
2026-06-01 03:25:00,28.7528258,77.4972051,26.1,49.6,48.5,565,136,415,353.3,437.1
2026-06-01 03:26:00,28.7530135,77.4970032,29.3,44.3,42,597,202,636,312.8,413.7
2026-06-01 03:27:00,28.7526593,77.4965713,35.8,67.1,42.3,74,43,218,100.9,417.7
2026-06-01 03:28:00,28.75299,77.4961069,28,41.1,43.9,165,277,269,152.6,224.1
2026-06-01 03:29:00,28.7536321,77.4967432,27.7,64.8,48.5,87,86,241,174.7,456
2026-06-01 03:30:00,28.752876,77.4968561,28.2,71.6,8.8,193,319,240,184.7,217.9
2026-06-01 03:31:00,28.7534174,77.4963836,27.6,64.3,50,141,178,552,168.4,278.5
2026-06-01 03:32:00,28.7530695,77.4965258,26.4,37.5,1.2,199,180,221,81.2,133.7
2026-06-01 03:33:00,28.7530436,77.4966101,30.1,84.8,25.4,270,155,447,287.4,391.9
2026-06-01 03:34:00,28.7536045,77.497391,40.3,35.5,32.9,108,78,151,169.4,343.5
2026-06-01 03:35:00,28.7536527,77.4966936,25.7,85.6,48.7,256,231,302,280.5,451.5
2026-06-01 03:36:00,28.7531817,77.4970733,39.7,30.6,52.3,183,184,330,208.6,350.2
2026-06-01 03:37:00,28.753357,77.4974759,39.6,39.3,47.1,456,166,399,305.5,401.2
2026-06-01 03:38:00,28.7527647,77.4962145,22,49.1,47.6,58,41,261,158.9,399
2026-06-01 03:39:00,28.7529132,77.4965302,35.4,42.5,11.2,43,31,52,9,25.2
2026-06-01 03:40:00,28.7536208,77.4973352,41,49.3,46,43,44,238,145.5,306.3
2026-06-01 03:41:00,28.7532159,77.4965437,28.4,53.6,44.3,64,35,70,18.5,36.1
2026-06-01 03:42:00,28.7531688,77.4966786,26.5,87.3,41.9,201,304,282,134,191.1
2026-06-01 03:43:00,28.7533902,77.4970937,32.6,30.8,49.7,452,143,626,339.2,432.7
2026-06-01 03:44:00,28.7526621,77.4967788,23.4,38.1,43.8,607,261,431,265.6,373.6
2026-06-01 03:45:00,28.7532186,77.4976594,36.1,60.6,47.4,94,79,166,122.1,355.2
2026-06-01 03:46:00,28.7531212,77.4970404,23.2,35.2,46.5,693,125,559,284.9,327.2
2026-06-01 03:47:00,28.7534972,77.4962433,30.3,72.8,55,27,26,114,8,17.2
2026-06-01 03:48:00,28.75276,77.4960391,37.7,87.3,44.7,226,211,609,228.6,339.5
2026-06-01 03:49:00,28.7536157,77.4975851,23.9,87.5,39.6,113,320,268,93.2,165.1
2026-06-01 03:50:00,28.7526748,77.4975534,24.6,87.4,43.9,84,223,302,168.9,220.6
2026-06-01 03:51:00,28.7527982,77.496012,38.4,41.8,49.8,455,163,400,235.2,325.7
2026-06-01 03:52:00,28.753224,77.4970164,39.7,45.5,46,298,106,364,235.2,385.3
2026-06-01 03:53:00,28.7533078,77.4973633,36.6,55.4,52.8,36,18,85,16.9,25.3
2026-06-01 03:54:00,28.7528499,77.4968489,36.4,50,52.9,208,184,566,295.5,407.9
2026-06-01 03:55:00,28.7527208,77.4973248,30.4,29.8,44.3,620,167,669,394.1,473.8
2026-06-01 03:56:00,28.7535437,77.496848,34.7,53.4,45.3,192,254,216,121.1,159.5
2026-06-01 03:57:00,28.7528562,77.4969779,26.9,42.4,51.3,390,239,373,361.1,476.1
2026-06-01 03:58:00,28.7532221,77.4965687,26.9,40.7,44,48,46,63,16.1,34.7
2026-06-01 03:59:00,28.7532581,77.4963443,29.4,65.8,46.5,26,30,142,21.1,33.5
2026-06-01 04:00:00,28.7530427,77.4974099,39.2,50.9,43.8,328,174,446,455.9,505.8
2026-06-01 04:01:00,28.7532056,77.4960221,26.9,35.8,47.6,438,204,500,321.6,404.6
2026-06-01 04:02:00,28.7531562,77.497223,32.6,59.3,42.7,202,226,232,130,174.3
2026-06-01 04:03:00,28.7535765,77.49663,26.6,36.4,1.1,615,223,503,268.2,328.5
2026-06-01 04:04:00,28.7528149,77.4976939,31.9,70.5,42.3,186,245,786,259.2,330.6
2026-06-01 04:05:00,28.7533596,77.4961071,37.9,41.4,6.6,207,201,316,213.7,282.9
2026-06-01 04:06:00,28.7528481,77.496094,38.9,32.1,43.9,339,119,555,257.2,345.5
2026-06-01 04:07:00,28.7530129,77.4975845,26.8,58.6,54.3,61,60,122,22.1,31.7
2026-06-01 04:08:00,28.7533046,77.4963575,30.3,32.3,35.9,600,189,364,348.5,442.7
2026-06-01 04:09:00,28.7529076,77.496837,25.8,84.2,44,216,153,413,222.8,378.3
2026-06-01 04:10:00,28.7529296,77.4969579,29.6,52.9,10.2,143,206,251,172.6,234.9
2026-06-01 04:11:00,28.7533895,77.4969205,39.2,74.7,37.4,94,52,276,87.7,235.6
2026-06-01 04:12:00,28.7526705,77.4966893,32.3,54.5,54.9,106,281,185,111,176.3
2026-06-01 04:13:00,28.753087,77.4972332,33.1,45.1,48.3,69,92,159,95.4,379.9
2026-06-01 04:14:00,28.7536427,77.4974343,25.8,38.4,50.8,51,23,98,9.5,20.4
2026-06-01 04:15:00,28.7536436,77.4968849,30.2,84.2,58,154,136,673,278.2,346.9
2026-06-01 04:16:00,28.752678,77.4960595,26.7,34.2,52.6,58,54,116,25.9,38.4
2026-06-01 04:17:00,28.7528154,77.4967778,37.9,58,22,106,91,250,124.5,385.4
2026-06-01 04:18:00,28.7528752,77.4968739,23.7,66.9,6.8,50,31,222,93.5,356.9
2026-06-01 04:19:00,28.7535862,77.4967318,36.6,48.8,42.9,44,89,220,124.6,403.3
2026-06-01 04:20:00,28.7535293,77.4964401,23.9,57.2,53.3,53,45,77,7.4,14.6
2026-06-01 04:21:00,28.7535207,77.497408,33.9,49.9,40.3,44,49,110,23.3,41
2026-06-01 04:22:00,28.7529855,77.4964823,41.9,39.9,41.1,669,217,429,259.3,324.1
2026-06-01 04:23:00,28.7527603,77.4963972,31,56.8,44.1,23,40,87,26.6,39.1
2026-06-01 04:24:00,28.7534736,77.4963858,34.2,46.4,44.5,328,225,513,437.4,505
2026-06-01 04:25:00,28.7533327,77.4972917,30.8,33.8,8.1,623,149,503,306,417.9
2026-06-01 04:26:00,28.7532408,77.4966012,41.4,88.7,26.2,201,298,239,123.4,162.8
2026-06-01 04:27:00,28.7536393,77.4967565,29.4,86.7,51.8,260,165,771,282.2,323.5
2026-06-01 04:28:00,28.7532919,77.4972689,41.2,42.7,57.3,46,82,250,141.7,316.7
2026-06-01 04:29:00,28.7526011,77.4961645,27,37.8,42.6,179,170,299,217.3,262.4
2026-06-01 04:30:00,28.7534536,77.496378,31.9,42.1,44.2,600,127,536,395.8,502.5
2026-06-01 04:31:00,28.7529077,77.4972422,23.9,45.5,49.4,190,114,389,288.9,439
2026-06-01 04:32:00,28.7532948,77.4974833,37.4,87.3,49.8,81,170,243,111.4,169.5
2026-06-01 04:33:00,28.7535943,77.4965918,36.1,33.5,40.8,555,251,434,312.7,350.2
2026-06-01 04:34:00,28.7527464,77.4965708,40.9,37,16.1,395,207,502,306,408.2
2026-06-01 04:35:00,28.7527122,77.4968489,24.4,73.3,54.2,98,227,188,192.5,228.3
2026-06-01 04:36:00,28.7527048,77.4975533,35.2,71.6,3.1,181,250,507,249.2,309.6
2026-06-01 04:37:00,28.7531849,77.4971041,30.9,34.1,52.4,412,232,556,234,315.9
2026-06-01 04:38:00,28.7528916,77.4970077,30.2,73.5,53.6,48,67,181,157,401.3
